N,P,K,pH,Moisture,Rainfall,Humidity,Temperature,Label,Season,Soil_Type,Location,Sowing_Time,Fertilizer,Compost,Pest_Control
19,24,15,7.137136973,45,111.83919509999998,93.72485075,20.48954522,orange,Unknown,Any,Any,Any,NPK,Compost,None
39,21,9,6.354022554,43,106.2696156,94.02769434,13.20844373,orange,Unknown,Any,Any,Any,NPK,Compost,None
16,29,13,6.196907944,47,117.6236473,93.67804556,32.31944397,orange,Unknown,Any,Any,Any,NPK,Compost,None
36,29,13,7.829507245,44,109.7513927,90.91510525,20.68185224,orange,Unknown,Any,Any,Any,NPK,Compost,None
37,23,12,6.395258356,45,113.1169398,90.50621806,31.52675982,orange,Unknown,Any,Any,Any,NPK,Compost,None
39,9,15,7.992041984,47,116.7555937,91.81183218,25.35467646,orange,Unknown,Any,Any,Any,NPK,Compost,None
31,5,14,6.583411671,44,110.6857506,91.69865887,17.66545409,orange,Unknown,Any,Any,Any,NPK,Compost,None
18,12,8,6.206053072,48,119.39167179999998,91.81668769,12.59093977,orange,Unknown,Any,Any,Any,NPK,Compost,None
20,20,10,6.976997772000001,42,106.060149,93.68394562,11.86631922,orange,Unknown,Any,Any,Any,NPK,Compost,None
5,8,5,6.562594972,45,112.7715925,92.22706805,11.03367937,orange,Unknown,Any,Any,Any,NPK,Compost,None
20,8,12,7.260416405,47,117.9733424,94.96419851,25.2990432,orange,Unknown,Any,Any,Any,NPK,Compost,None
25,21,11,6.460044777999999,42,104.7052254,90.15406807,32.23797837,orange,Unknown,Any,Any,Any,NPK,Compost,None
14,19,14,6.699164936,43,108.0638166,94.35815354,17.68408797,orange,Unknown,Any,Any,Any,NPK,Compost,None
37,18,12,7.401121811,43,106.69552040000002,90.19147747,10.2708877,orange,Unknown,Any,Any,Any,NPK,Compost,None
26,15,6,6.912033409,43,108.0054343,94.78797376,17.22034507,orange,Unknown,Any,Any,Any,NPK,Compost,None
13,22,5,7.764040111,40,100.1737964,90.50096668,19.667056,orange,Unknown,Any,Any,Any,NPK,Compost,None
32,25,9,7.796034006,40,101.1456947,93.75652041,10.35609594,orange,Unknown,Any,Any,Any,NPK,Compost,None
19,7,9,6.969883482999999,40,101.139435,91.71369387,27.255435,orange,Unknown,Any,Any,Any,NPK,Compost,None
28,7,9,6.730757538,46,115.5650287,92.13229786,34.591784600000004,orange,Unknown,Any,Any,Any,NPK,Compost,None
24,30,11,6.601395755,45,113.25373,94.51768464,32.39523995,orange,Unknown,Any,Any,Any,NPK,Compost,None
7,17,10,6.465913274,43,106.362551,91.22320999,10.16431299,orange,Unknown,Any,Any,Any,NPK,Compost,None
18,23,8,6.41354791,41,101.4819888,93.43949693,21.49118657,orange,Unknown,Any,Any,Any,NPK,Compost,None
7,20,12,6.475275337,44,110.0447896,94.76759975,16.53460397,orange,Unknown,Any,Any,Any,NPK,Compost,None
20,23,11,6.407715561,44,109.9455062,90.12220323,31.852069399999994,orange,Unknown,Any,Any,Any,NPK,Compost,None
18,14,11,6.550814117000001,47,117.1311498,90.00621688,28.04799508,orange,Unknown,Any,Any,Any,NPK,Compost,None
34,11,10,7.36220835,46,115.1989301,94.59551226,31.75048899,orange,Unknown,Any,Any,Any,NPK,Compost,None
20,29,10,7.36549204,40,100.7896871,93.27189064,29.07412717,orange,Unknown,Any,Any,Any,NPK,Compost,None
37,24,13,7.8546243,43,108.0230792,90.71037456,19.14381903,orange,Unknown,Any,Any,Any,NPK,Compost,None
12,8,10,7.995848977,43,107.4287664,91.4448027,16.14820285,orange,Unknown,Any,Any,Any,NPK,Compost,None
34,10,14,6.725600855,47,116.8020848,92.05811721,34.05296914,orange,Unknown,Any,Any,Any,NPK,Compost,None
6,13,9,7.786725333,47,118.32719679999998,90.56151463,34.51423957,orange,Unknown,Any,Any,Any,NPK,Compost,None
27,30,5,7.656978112000001,45,113.328978,90.54608254,32.71748548,orange,Unknown,Any,Any,Any,NPK,Compost,None
13,8,12,7.105904818,46,114.3117197,92.54736032,25.16296632,orange,Unknown,Any,Any,Any,NPK,Compost,None
6,7,7,7.199106204,46,113.9995146,94.47316879,27.68167318,orange,Unknown,Any,Any,Any,NPK,Compost,None
40,17,15,7.871063004,43,107.0862095,90.9492967,21.35093384,orange,Unknown,Any,Any,Any,NPK,Compost,None
31,26,9,7.566165721,41,103.2005992,93.25638873,11.69894639,orange,Unknown,Any,Any,Any,NPK,Compost,None
61,68,50,6.7932454170000005,97,243.0745066,91.49725058,35.21462816,papaya,Unknown,Any,Any,Any,NPK,Compost,None
58,46,45,6.576261427,35,88.46607497,90.79028064,42.39413392,papaya,Unknown,Any,Any,Any,NPK,Compost,None
45,47,55,6.751452932,48,119.2653877,91.14220381,38.4191628,papaya,Unknown,Any,Any,Any,NPK,Compost,None
39,65,53,6.560743092999999,94,235.6133585,92.11508608,35.33294932,papaya,Unknown,Any,Any,Any,NPK,Compost,None
31,68,45,6.938313356,78,196.2408242,90.07600528,42.92325255,papaya,Unknown,Any,Any,Any,NPK,Compost,None
70,68,45,6.991626158,81,203.4044028,92.85470152,33.83508569,papaya,Unknown,Any,Any,Any,NPK,Compost,None
68,62,50,6.977700268,79,197.5282582,92.76437927,33.20258348,papaya,Unknown,Any,Any,Any,NPK,Compost,None
34,65,47,6.833768535,77,191.7760562,93.71043692,23.48546973,papaya,Unknown,Any,Any,Any,NPK,Compost,None
38,68,54,6.739170045,81,202.0572747,90.81781439,29.33710543,papaya,Unknown,Any,Any,Any,NPK,Compost,None
69,64,47,6.993473247000001,75,186.6762324,94.50766912,40.21199348,papaya,Unknown,Any,Any,Any,NPK,Compost,None
58,51,47,6.757470637000001,79,197.402901,91.70445386,42.13473976,papaya,Unknown,Any,Any,Any,NPK,Compost,None
59,47,53,6.8506632320000005,19,47.271547,91.4618874,32.86316618,papaya,Unknown,Any,Any,Any,NPK,Compost,None
44,64,54,6.74274935,93,232.7046126,91.38048469,29.80744318,papaya,Unknown,Any,Any,Any,NPK,Compost,None
56,57,48,6.506120752,25,63.62250788,93.0484859,31.56213762,papaya,Unknown,Any,Any,Any,NPK,Compost,None
69,60,54,6.98992719,56,141.1736926,93.06134398,36.32268069,papaya,Unknown,Any,Any,Any,NPK,Compost,None
56,58,49,6.69215564,69,172.47880619999995,94.60761797,37.13165026,papaya,Unknown,Any,Any,Any,NPK,Compost,None
49,55,53,6.544029776,31,77.71566883,93.63739039,38.4418717,papaya,Unknown,Any,Any,Any,NPK,Compost,None
38,51,52,6.927803911,32,78.85085502,90.78931681,32.66160599,papaya,Unknown,Any,Any,Any,NPK,Compost,None
54,65,47,6.721835879,60,149.91075569999995,91.55594211,27.92765919,papaya,Unknown,Any,Any,Any,NPK,Compost,None
57,57,51,6.99223441,42,105.8841531,91.48815629,39.01793345,papaya,Unknown,Any,Any,Any,NPK,Compost,None
39,52,53,6.704204398,20,51.07048113,94.65904123,32.51247398,papaya,Unknown,Any,Any,Any,NPK,Compost,None
58,67,45,6.702424548,25,62.62377075,91.72514851,38.72382798,papaya,Unknown,Any,Any,Any,NPK,Compost,None
61,64,52,6.641098708,44,110.562229,92.83405443,43.30204933,papaya,Unknown,Any,Any,Any,NPK,Compost,None
34,62,55,6.585346229,95,238.5008779,90.72526502,27.58548913,papaya,Unknown,Any,Any,Any,NPK,Compost,None
31,48,45,6.563134737,53,132.7923586,92.90951393,40.78881819,papaya,Unknown,Any,Any,Any,NPK,Compost,None
47,46,52,6.502289472999999,83,206.3999208,91.40301608,23.19451074,papaya,Unknown,Any,Any,Any,NPK,Compost,None
32,68,52,6.800321319,100,248.8592986,92.61715632,32.68067385,papaya,Unknown,Any,Any,Any,NPK,Compost,None
36,59,46,6.721130542999999,51,127.2509777,93.61082872,34.28879307,papaya,Unknown,Any,Any,Any,NPK,Compost,None
61,51,51,6.574677594,48,120.9512466,94.16193416,39.30050027,papaya,Unknown,Any,Any,Any,NPK,Compost,None
70,54,46,6.919342407,49,122.7628653,91.12220596,39.73149053,papaya,Unknown,Any,Any,Any,NPK,Compost,None
44,56,49,6.519779582999999,26,64.4478499,91.25589286,39.23342464,papaya,Unknown,Any,Any,Any,NPK,Compost,None
34,68,51,6.687088097999999,16,40.35153141,94.17756725,27.34734861,papaya,Unknown,Any,Any,Any,NPK,Compost,None
50,59,47,6.747975732,84,209.8678411,92.09278584,40.76998685,papaya,Unknown,Any,Any,Any,NPK,Compost,None
39,70,52,6.65149129,24,59.49373381,90.79668055,26.26559543,papaya,Unknown,Any,Any,Any,NPK,Compost,None
34,61,49,6.502675132,47,117.8201907,93.3210737,28.12971499,papaya,Unknown,Any,Any,Any,NPK,Compost,None
44,60,55,6.825371185,39,98.54047745,90.55561637,34.2804607,papaya,Unknown,Any,Any,Any,NPK,Compost,None
31,62,52,6.99104104,73,182.026807,93.00754254,33.7960155,papaya,Unknown,Any,Any,Any,NPK,Compost,None
65,62,51,6.5116248410000015,83,207.0735119,90.87394933,31.53243779,papaya,Unknown,Any,Any,Any,NPK,Compost,None
44,57,53,6.93172108,30,74.876786,90.51431779,42.30495821,papaya,Unknown,Any,Any,Any,NPK,Compost,None
50,47,48,6.712772332999999,87,218.2299187,90.61964344,24.63676897,papaya,Unknown,Any,Any,Any,NPK,Compost,None
43,50,48,6.63016515,72,179.27208069999998,91.37059792,28.28222883,papaya,Unknown,Any,Any,Any,NPK,Compost,None
60,46,53,6.761953186,73,183.49095,92.98254537,24.48620746,papaya,Unknown,Any,Any,Any,NPK,Compost,None
70,68,55,6.691202286,32,78.80996390000001,94.63548176,42.84609252,papaya,Unknown,Any,Any,Any,NPK,Compost,None
59,62,52,6.6086676839999985,42,103.8235658,93.10887229,43.67549305,papaya,Unknown,Any,Any,Any,NPK,Compost,None
60,58,51,6.840802254,66,165.7412972,92.92203105,42.07213781,papaya,Unknown,Any,Any,Any,NPK,Compost,None
42,60,47,6.834808347999999,55,136.8277041,92.12746225,33.46873719,papaya,Unknown,Any,Any,Any,NPK,Compost,None
35,66,47,6.953439161,20,48.83810592,91.66232213,31.7018373,papaya,Unknown,Any,Any,Any,NPK,Compost,None
34,65,48,6.665024507999999,80,199.3096432,90.03863107,41.41968393,papaya,Unknown,Any,Any,Any,NPK,Compost,None
36,54,46,6.662875839,86,214.41038480000003,94.94482086,42.54744013,papaya,Unknown,Any,Any,Any,NPK,Compost,None
39,64,52,6.678695788,25,63.68794608,94.63676767,28.91842453,papaya,Unknown,Any,Any,Any,NPK,Compost,None
37,52,47,6.54277684,85,211.8529059,93.90305729,43.08022702,papaya,Unknown,Any,Any,Any,NPK,Compost,None
33,47,46,6.839443833,84,209.4083305,93.96834049,29.20300896,papaya,Unknown,Any,Any,Any,NPK,Compost,None
34,48,48,6.805277038,73,181.527598,91.37258067,41.04224355,papaya,Unknown,Any,Any,Any,NPK,Compost,None
49,54,50,6.762522087000001,39,97.26336657,93.18240298,25.62446619,papaya,Unknown,Any,Any,Any,NPK,Compost,None
40,65,49,6.678449317999999,66,163.9069365,91.06138506,35.32876402,papaya,Unknown,Any,Any,Any,NPK,Compost,None
68,52,49,6.577192175,25,63.35298768,92.27749066,24.42561272,papaya,Unknown,Any,Any,Any,NPK,Compost,None
50,46,52,6.734005647999999,22,54.01872359,90.21646909,31.18298415,papaya,Unknown,Any,Any,Any,NPK,Compost,None
65,63,50,6.524459342,32,79.27201575,91.3256535,31.88342554,papaya,Unknown,Any,Any,Any,NPK,Compost,None
40,49,47,6.501521192,99,246.36132680000003,91.1756748,42.93368602,papaya,Unknown,Any,Any,Any,NPK,Compost,None
42,53,48,6.758479569,93,231.5153161,94.31994776,23.11407669,papaya,Unknown,Any,Any,Any,NPK,Compost,None
49,55,51,6.676578778,54,135.16945249999998,93.90560147,24.87212063,papaya,Unknown,Any,Any,Any,NPK,Compost,None
59,62,49,6.941496806,46,114.778071,93.35191636,43.36051537,papaya,Unknown,Any,Any,Any,NPK,Compost,None
63,58,47,6.864143752,58,144.66564440000005,90.75379971,26.83054058,papaya,Unknown,Any,Any,Any,NPK,Compost,None
70,65,52,6.583528529,30,75.95295,93.12659793,30.42012134,papaya,Unknown,Any,Any,Any,NPK,Compost,None
63,50,52,6.751747609,46,115.8163936,93.22642604,28.64555584,papaya,Unknown,Any,Any,Any,NPK,Compost,None
40,64,47,6.893509446,29,71.73759526,93.47888842,32.50037548,papaya,Unknown,Any,Any,Any,NPK,Compost,None
63,58,50,6.720744449,17,41.5856585,94.6428898,43.03714283,papaya,Unknown,Any,Any,Any,NPK,Compost,None
45,58,49,6.827812549,30,75.24521981,90.34546355,30.10773379,papaya,Unknown,Any,Any,Any,NPK,Compost,None
66,69,47,6.912299695,35,87.53393983,93.61055571,23.69212243,papaya,Unknown,Any,Any,Any,NPK,Compost,None
54,67,52,6.586107335,57,141.3381168,93.30641944,35.67667332,papaya,Unknown,Any,Any,Any,NPK,Compost,None
69,67,52,6.827305908,33,82.83061083,94.43877142,27.71948962,papaya,Unknown,Any,Any,Any,NPK,Compost,None
67,68,49,6.821774589,60,149.8488208,92.38282957,35.26824831,papaya,Unknown,Any,Any,Any,NPK,Compost,None
45,57,47,6.656458831,65,161.68920930000004,90.78821158,23.16855863,papaya,Unknown,Any,Any,Any,NPK,Compost,None
56,50,52,6.770384816,35,88.1300769,92.25197542,33.08706051,papaya,Unknown,Any,Any,Any,NPK,Compost,None
70,50,53,6.933809742999999,69,172.3458448,90.44967809,37.4620912,papaya,Unknown,Any,Any,Any,NPK,Compost,None
44,47,45,6.579441304,87,218.142147,94.73613484,38.73218907,papaya,Unknown,Any,Any,Any,NPK,Compost,None
50,60,47,6.92791761,38,93.7942847,92.74889453,32.57720726,papaya,Unknown,Any,Any,Any,NPK,Compost,None
52,51,53,6.985804083,84,210.2735346,93.10378595,38.38231475,papaya,Unknown,Any,Any,Any,NPK,Compost,None
35,68,45,6.612429546,94,234.8466111,90.09448142,42.93605359,papaya,Unknown,Any,Any,Any,NPK,Compost,None
68,69,52,6.813383387000001,21,52.95477913,92.74501561,25.65492304,papaya,Unknown,Any,Any,Any,NPK,Compost,None
32,55,52,6.967759599999999,64,159.6577388,91.99740365,37.58899717,papaya,Unknown,Any,Any,Any,NPK,Compost,None
32,55,51,6.57398033,25,62.68710535,93.15642801,29.60718808,papaya,Unknown,Any,Any,Any,NPK,Compost,None
48,62,47,6.803094965,70,174.40123369999995,93.02871078,25.34756111,papaya,Unknown,Any,Any,Any,NPK,Compost,None
39,69,53,6.964955435,97,241.8202079,93.02357765,25.9300384,papaya,Unknown,Any,Any,Any,NPK,Compost,None
49,61,45,6.764213299,96,240.4795923,94.57377401,32.76795887,papaya,Unknown,Any,Any,Any,NPK,Compost,None
48,57,54,6.617703177999999,51,126.8069869,90.20396783,29.02328049,papaya,Unknown,Any,Any,Any,NPK,Compost,None
69,66,49,6.52711001,37,92.11877372,90.17015833,40.00439101,papaya,Unknown,Any,Any,Any,NPK,Compost,None
53,55,55,6.709668804,94,234.496633,91.25271223,33.32315744,papaya,Unknown,Any,Any,Any,NPK,Compost,None
38,61,52,6.620729882000001,19,46.44279118,94.94021378,31.22790131,papaya,Unknown,Any,Any,Any,NPK,Compost,None
57,64,55,6.5837604989999985,25,62.50689682,92.9585411,26.68386496,papaya,Unknown,Any,Any,Any,NPK,Compost,None
51,57,55,6.6764073370000006,43,108.4103158,90.14732171,24.70528368,papaya,Unknown,Any,Any,Any,NPK,Compost,None
56,65,45,6.751298936,87,218.09088140000003,93.97379963,38.2016825,papaya,Unknown,Any,Any,Any,NPK,Compost,None
54,66,52,6.867554147000001,42,104.4218596,93.79503425,36.56769731,papaya,Unknown,Any,Any,Any,NPK,Compost,None
58,55,47,6.7424900270000006,96,240.6863901,93.69111672,26.05375792,papaya,Unknown,Any,Any,Any,NPK,Compost,None
68,70,54,6.986228647000001,22,54.77830202,92.76039164,31.29986342,papaya,Unknown,Any,Any,Any,NPK,Compost,None
42,59,55,6.979102243,60,149.1199989,94.35110201,40.10207731,papaya,Unknown,Any,Any,Any,NPK,Compost,None
43,64,47,6.8256647820000005,41,102.2708231,91.58076549,38.58954491,papaya,Unknown,Any,Any,Any,NPK,Compost,None
35,67,49,6.617066674,96,239.7427554,91.1508798,41.31330062,papaya,Unknown,Any,Any,Any,NPK,Compost,None
56,59,55,6.551892637999999,75,188.5181422,91.79430166,37.03551903,papaya,Unknown,Any,Any,Any,NPK,Compost,None
39,64,53,6.598860305,83,208.3357976,91.07355541,23.012401800000006,papaya,Unknown,Any,Any,Any,NPK,Compost,None
18,30,29,6.4200187170000005,90,224.5903664,92.86056895,26.762749300000007,coconut,Unknown,Any,Any,Any,NPK,Compost,None
37,23,28,5.7400545670000005,90,224.3206759,94.3138837,25.61294367,coconut,Unknown,Any,Any,Any,NPK,Compost,None
13,28,33,5.686972967000001,60,151.0761899,95.64807631,28.130115000000004,coconut,Unknown,Any,Any,Any,NPK,Compost,None
2,21,35,6.293662362999999,72,179.8248944,91.53720922,25.02887163,coconut,Unknown,Any,Any,Any,NPK,Compost,None
10,18,35,6.381975465,73,181.6942283,99.64573002,27.79797651,coconut,Unknown,Any,Any,Any,NPK,Compost,None
7,11,32,5.5421691389999985,74,184.7624496,95.11294697,29.25902906,coconut,Unknown,Any,Any,Any,NPK,Compost,None
39,5,31,5.551963184,60,150.9502632,93.69979946,27.10134661,coconut,Unknown,Any,Any,Any,NPK,Compost,None
34,6,27,5.8607404810000014,59,147.8888994,90.92669463,25.84726298,coconut,Unknown,Any,Any,Any,NPK,Compost,None
31,30,29,5.558807063,72,178.8116076,90.98617591,26.58580443,coconut,Unknown,Any,Any,Any,NPK,Compost,None
25,7,35,5.55771171,76,189.67113490000003,99.18843684,28.38503882,coconut,Unknown,Any,Any,Any,NPK,Compost,None
16,18,26,5.568365926,58,145.54144130000003,91.81320717,28.43647052,coconut,Unknown,Any,Any,Any,NPK,Compost,None
26,10,33,6.07071786,80,198.8234862,96.93649473,28.27298134,coconut,Unknown,Any,Any,Any,NPK,Compost,None
27,8,32,5.627860548999998,58,144.3331315,96.46168931,27.00648436,coconut,Unknown,Any,Any,Any,NPK,Compost,None
37,18,30,6.38488418,63,157.91715369999997,99.34854917,27.63551259,coconut,Unknown,Any,Any,Any,NPK,Compost,None
19,15,34,5.6858890660000005,86,215.9195049,99.65809151,26.29644905,coconut,Unknown,Any,Any,Any,NPK,Compost,None
0,19,33,6.234458417000001,82,204.7206567,95.23797989,27.1326009,coconut,Unknown,Any,Any,Any,NPK,Compost,None
31,20,26,6.443168642000001,80,199.7936345,97.61361544,25.56567803,coconut,Unknown,Any,Any,Any,NPK,Compost,None
9,17,32,5.842317989,69,172.0540491,93.40548703,25.94951662,coconut,Unknown,Any,Any,Any,NPK,Compost,None
22,11,29,5.955742971,87,218.0055713,95.01630593,28.03380598,coconut,Unknown,Any,Any,Any,NPK,Compost,None
31,6,26,5.741367375,63,157.2388553,91.30924833,29.12859129,coconut,Unknown,Any,Any,Any,NPK,Compost,None
34,6,30,5.948342571,69,171.7575545,97.00155491,27.0828252,coconut,Unknown,Any,Any,Any,NPK,Compost,None
24,6,32,6.387067562,69,172.48136409999995,90.01734526,28.11321494,coconut,Unknown,Any,Any,Any,NPK,Compost,None
1,8,26,5.562911913,63,156.6732553,94.18955816,27.5136304,coconut,Unknown,Any,Any,Any,NPK,Compost,None
31,13,33,5.85971872,82,205.5463111,95.48763389,27.63834933,coconut,Unknown,Any,Any,Any,NPK,Compost,None
10,9,28,6.282955072999999,60,150.05003119999995,94.01014388,29.01256899,coconut,Unknown,Any,Any,Any,NPK,Compost,None
36,27,26,6.25449571,69,171.6262299,95.78923137,26.58413917,coconut,Unknown,Any,Any,Any,NPK,Compost,None
38,24,33,5.973853124,57,142.9403233,97.00396405,28.28905147,coconut,Unknown,Any,Any,Any,NPK,Compost,None
11,6,25,6.081568052000001,72,178.9635457,96.65248672,28.69164799,coconut,Unknown,Any,Any,Any,NPK,Compost,None
16,14,30,6.37466756,84,209.84539930000003,96.30484325,29.70931288,coconut,Unknown,Any,Any,Any,NPK,Compost,None
33,14,35,6.027707171,60,149.2433497,96.66355213,27.14865285,coconut,Unknown,Any,Any,Any,NPK,Compost,None
16,6,29,5.868285082000001,53,132.1491176,91.95614918,29.28725038,coconut,Unknown,Any,Any,Any,NPK,Compost,None
32,11,31,6.205931637999999,54,134.84190690000003,93.31410447,25.06871967,coconut,Unknown,Any,Any,Any,NPK,Compost,None
38,14,30,5.5707453860000005,78,194.9022136,91.20106019,26.92449525,coconut,Unknown,Any,Any,Any,NPK,Compost,None
8,6,33,6.095261012999999,69,171.9457959,93.64761266,28.27804288,coconut,Unknown,Any,Any,Any,NPK,Compost,None
23,6,33,6.025789594,82,204.9603677,92.73041222,29.18032562,coconut,Unknown,Any,Any,Any,NPK,Compost,None
29,25,35,5.542873799,64,160.73069909999995,91.64509299,28.3575072,coconut,Unknown,Any,Any,Any,NPK,Compost,None
24,14,33,6.366219551,87,218.5241851,93.27565685,29.38072512,coconut,Unknown,Any,Any,Any,NPK,Compost,None
32,12,30,5.579845008,87,218.080385,98.08951196,25.39241091,coconut,Unknown,Any,Any,Any,NPK,Compost,None
30,25,31,5.804965067,83,208.1181381,98.62048026,26.31270635,coconut,Unknown,Any,Any,Any,NPK,Compost,None
14,21,35,6.121005506,78,194.3100272,91.91185319,29.52501367,coconut,Unknown,Any,Any,Any,NPK,Compost,None
27,22,29,6.000248647,58,145.41723869999996,92.17170353,28.83214859,coconut,Unknown,Any,Any,Any,NPK,Compost,None
40,5,29,5.820978791,64,160.389421,97.76865458,28.48444906,coconut,Unknown,Any,Any,Any,NPK,Compost,None
17,11,32,5.620733794,63,156.76508230000005,93.39676499,28.74013335,coconut,Unknown,Any,Any,Any,NPK,Compost,None
30,30,35,6.001936419,66,165.8092179,95.59224018,25.00872392,coconut,Unknown,Any,Any,Any,NPK,Compost,None
28,10,30,6.305740522000001,77,192.7678575,91.14723422,29.8690834,coconut,Unknown,Any,Any,Any,NPK,Compost,None
39,7,29,6.362544111,60,150.2012138,94.59086121,27.54273211,coconut,Unknown,Any,Any,Any,NPK,Compost,None
32,20,35,5.588655387,58,144.6261698,98.38227669,26.52166434,coconut,Unknown,Any,Any,Any,NPK,Compost,None
7,15,32,6.182232762000001,70,174.796583,95.89739958,25.03512351,coconut,Unknown,Any,Any,Any,NPK,Compost,None
29,17,29,5.959493188,85,211.2506267,95.66997327,29.20394909,coconut,Unknown,Any,Any,Any,NPK,Compost,None
34,15,34,5.677282677999999,90,224.70069530000004,91.10510371,27.05826457,coconut,Unknown,Any,Any,Any,NPK,Compost,None
14,23,25,5.6121227970000005,54,135.4186222,96.96637916,26.18552389,coconut,Unknown,Any,Any,Any,NPK,Compost,None
18,19,29,6.206077742000001,65,162.8432736,92.48519606,27.59376845,coconut,Unknown,Any,Any,Any,NPK,Compost,None
7,21,35,5.764812076,52,131.24514140000002,94.65830608,25.76011662,coconut,Unknown,Any,Any,Any,NPK,Compost,None
24,27,34,6.203376525,58,145.0583117,95.11320315,28.87862994,coconut,Unknown,Any,Any,Any,NPK,Compost,None
39,29,29,6.143662699,80,199.8778403,94.48414544,26.50908611,coconut,Unknown,Any,Any,Any,NPK,Compost,None
29,8,28,6.100429497,86,214.4128874,91.72546257,26.87037587,coconut,Unknown,Any,Any,Any,NPK,Compost,None
10,24,27,5.7084096010000005,58,145.9298935,94.90485697,27.57283516,coconut,Unknown,Any,Any,Any,NPK,Compost,None
0,29,32,5.868255858,69,171.65163959999995,98.3670985,28.05912437,coconut,Unknown,Any,Any,Any,NPK,Compost,None
32,11,31,6.461225827000001,52,131.2116167,92.56492864,29.51611558,coconut,Unknown,Any,Any,Any,NPK,Compost,None
37,10,32,6.165084855,89,222.803013,95.16333673,28.96318258,coconut,Unknown,Any,Any,Any,NPK,Compost,None
20,29,27,6.047044342,63,157.7592626,92.36099489,25.09897688,coconut,Unknown,Any,Any,Any,NPK,Compost,None
31,29,35,6.137102505,57,141.3220576,92.19906776,27.1872282,coconut,Unknown,Any,Any,Any,NPK,Compost,None
17,30,27,5.894027065,82,205.5720367,90.79093862,29.03065024,coconut,Unknown,Any,Any,Any,NPK,Compost,None
1,12,30,5.56222383,52,131.09000759999998,95.94643831,27.754298,coconut,Unknown,Any,Any,Any,NPK,Compost,None
6,13,29,5.832608027999999,81,201.8258633,99.96906006,27.31155708,coconut,Unknown,Any,Any,Any,NPK,Compost,None
15,28,32,6.2185718739999984,90,224.4016682,99.64328526,28.84270971,coconut,Unknown,Any,Any,Any,NPK,Compost,None
27,24,29,6.142010637,76,191.006688,96.97300803,26.61423461,coconut,Unknown,Any,Any,Any,NPK,Compost,None
3,23,30,6.078807239,86,215.1968037,95.65754365,29.70143197,coconut,Unknown,Any,Any,Any,NPK,Compost,None
8,26,26,5.702484758,85,212.867626,91.64194826,25.54759871,coconut,Unknown,Any,Any,Any,NPK,Compost,None
20,28,26,5.547594847,67,167.0470997,91.49882979,26.37978453,coconut,Unknown,Any,Any,Any,NPK,Compost,None
26,18,27,5.836075368,57,142.1430003,92.90736493,27.45907759,coconut,Unknown,Any,Any,Any,NPK,Compost,None
1,6,35,6.231662767,59,147.16824590000004,95.71935435,27.02269204,coconut,Unknown,Any,Any,Any,NPK,Compost,None
27,30,31,5.718120393,60,148.8398374,90.73966792,28.98545306,coconut,Unknown,Any,Any,Any,NPK,Compost,None
23,7,34,5.852038202,54,134.1279669,91.52421214,26.1055118,coconut,Unknown,Any,Any,Any,NPK,Compost,None
0,26,31,5.547933273,77,192.9036306,95.02156793,25.0707247,coconut,Unknown,Any,Any,Any,NPK,Compost,None
38,6,25,6.156259104,77,191.2996157,96.92786777,25.54963273,coconut,Unknown,Any,Any,Any,NPK,Compost,None
25,12,26,6.436314406,54,134.83703480000003,95.67906668,28.56973521,coconut,Unknown,Any,Any,Any,NPK,Compost,None
40,5,32,5.981169595,57,143.533473,96.7036223,26.07010807,coconut,Unknown,Any,Any,Any,NPK,Compost,None
0,19,31,6.271952832999999,71,178.7297725,94.38420565,25.51791333,coconut,Unknown,Any,Any,Any,NPK,Compost,None
26,9,32,6.470465614,58,144.15711090000005,94.73860514,25.9490364,coconut,Unknown,Any,Any,Any,NPK,Compost,None
35,30,34,6.141502001,73,182.4482352,95.41122824,28.2974764,coconut,Unknown,Any,Any,Any,NPK,Compost,None
19,30,30,5.826381164,90,224.83157290000003,91.40896307,29.56549169,coconut,Unknown,Any,Any,Any,NPK,Compost,None
31,13,33,6.342463714,59,148.30036919999995,95.21224392,29.69952329,coconut,Unknown,Any,Any,Any,NPK,Compost,None
17,29,26,6.071897347,78,195.4115025,93.28415295,26.14162144,coconut,Unknown,Any,Any,Any,NPK,Compost,None
2,30,30,6.331051715,84,209.540094,94.79998418,26.00175125,coconut,Unknown,Any,Any,Any,NPK,Compost,None
30,13,25,6.413184638,66,164.9182225,91.48889469,27.15116142,coconut,Unknown,Any,Any,Any,NPK,Compost,None
8,15,33,5.50158009,86,213.9011021,98.09861043,28.97318719,coconut,Unknown,Any,Any,Any,NPK,Compost,None
18,12,35,6.338720873,53,131.3387935,96.38580769,26.13958446,coconut,Unknown,Any,Any,Any,NPK,Compost,None
8,28,30,6.015672239,54,135.1272491,94.33465411,25.51618488,coconut,Unknown,Any,Any,Any,NPK,Compost,None
40,22,29,5.735364307,70,174.62564809999995,99.98187601,27.55821802,coconut,Unknown,Any,Any,Any,NPK,Compost,None
27,10,33,6.465906333,62,154.06212209999995,97.48410555,27.81132822,coconut,Unknown,Any,Any,Any,NPK,Compost,None
21,20,31,5.855457599,66,165.82487319999996,99.7240104,25.60033702,coconut,Unknown,Any,Any,Any,NPK,Compost,None
3,9,35,6.318552972999999,90,225.6323656,99.84671638,26.91641934,coconut,Unknown,Any,Any,Any,NPK,Compost,None
